Date,Domain,KPI_Name,KPI_Value,Dimension
2025-04-01,Customer Experience,Total_Support_Tickets,812.0,All Customers
2025-05-01,Customer Experience,Total_Support_Tickets,694.0,All Customers
2025-06-01,Customer Experience,Total_Support_Tickets,643.0,All Customers
2025-07-01,Customer Experience,Total_Support_Tickets,496.0,All Customers
2025-08-01,Customer Experience,Total_Support_Tickets,549.0,All Customers
2025-09-01,Customer Experience,Total_Support_Tickets,546.0,All Customers
2025-10-01,Customer Experience,Total_Support_Tickets,497.0,All Customers
2025-11-01,Customer Experience,Total_Support_Tickets,937.0,All Customers
2025-12-01,Customer Experience,Total_Support_Tickets,966.0,All Customers
2026-01-01,Customer Experience,Total_Support_Tickets,462.0,All Customers
2026-02-01,Customer Experience,Total_Support_Tickets,514.0,All Customers
2026-03-01,Customer Experience,Total_Support_Tickets,500.0,All Customers
2026-04-01,Customer Experience,Total_Support_Tickets,493.0,All Customers
2026-05-01,Customer Experience,Total_Support_Tickets,486.0,All Customers
2026-06-01,Customer Experience,Total_Support_Tickets,453.0,All Customers
2026-07-01,Customer Experience,Total_Support_Tickets,320.0,All Customers
2026-08-01,Customer Experience,Total_Support_Tickets,326.0,All Customers
2026-09-01,Customer Experience,Total_Support_Tickets,431.0,All Customers
2026-10-01,Customer Experience,Total_Support_Tickets,388.0,All Customers
2026-11-01,Customer Experience,Total_Support_Tickets,729.0,All Customers
2026-12-01,Customer Experience,Total_Support_Tickets,649.0,All Customers
2027-01-01,Customer Experience,Total_Support_Tickets,323.0,All Customers
2027-02-01,Customer Experience,Total_Support_Tickets,374.0,All Customers
2027-03-01,Customer Experience,Total_Support_Tickets,308.0,All Customers
2027-04-01,Customer Experience,Total_Support_Tickets,358.0,All Customers
2027-05-01,Customer Experience,Total_Support_Tickets,329.0,All Customers
2027-06-01,Customer Experience,Total_Support_Tickets,337.0,All Customers
2027-07-01,Customer Experience,Total_Support_Tickets,205.0,All Customers
2027-08-01,Customer Experience,Total_Support_Tickets,251.0,All Customers
2027-09-01,Customer Experience,Total_Support_Tickets,329.0,All Customers
2025-01-01,Financial,Anomaly_Count,4.0,All Accounts
2025-02-01,Financial,Anomaly_Count,0.0,All Accounts
2025-03-01,Financial,Anomaly_Count,0.0,All Accounts
2025-04-01,Financial,Anomaly_Count,0.0,All Accounts
2025-05-01,Financial,Anomaly_Count,1.0,All Accounts
2025-06-01,Financial,Anomaly_Count,1.0,All Accounts
2025-07-01,Financial,Anomaly_Count,0.0,All Accounts
2025-08-01,Financial,Anomaly_Count,1.0,All Accounts
2025-09-01,Financial,Anomaly_Count,2.0,All Accounts
2025-10-01,Financial,Anomaly_Count,2.0,All Accounts
2025-11-01,Financial,Anomaly_Count,0.0,All Accounts
2025-12-01,Financial,Anomaly_Count,1.0,All Accounts
2026-01-01,Financial,Anomaly_Count,1.0,All Accounts
2026-02-01,Financial,Anomaly_Count,0.0,All Accounts
2026-03-01,Financial,Anomaly_Count,0.0,All Accounts
2026-04-01,Financial,Anomaly_Count,2.0,All Accounts
2026-05-01,Financial,Anomaly_Count,0.0,All Accounts
2026-06-01,Financial,Anomaly_Count,1.0,All Accounts
2026-07-01,Financial,Anomaly_Count,2.0,All Accounts
2026-08-01,Financial,Anomaly_Count,0.0,All Accounts
2026-09-01,Financial,Anomaly_Count,2.0,All Accounts
2026-10-01,Financial,Anomaly_Count,0.0,All Accounts
2026-11-01,Financial,Anomaly_Count,2.0,All Accounts
2026-12-01,Financial,Anomaly_Count,2.0,All Accounts
2027-01-01,Financial,Anomaly_Count,1.0,All Accounts
2027-02-01,Financial,Anomaly_Count,1.0,All Accounts
2027-03-01,Financial,Anomaly_Count,1.0,All Accounts
2027-04-01,Financial,Anomaly_Count,1.0,All Accounts
2027-05-01,Financial,Anomaly_Count,1.0,All Accounts
2027-06-01,Financial,Anomaly_Count,1.0,All Accounts
2027-07-01,Financial,Anomaly_Count,3.0,All Accounts
2027-08-01,Financial,Anomaly_Count,0.0,All Accounts
2027-09-01,Financial,Anomaly_Count,2.0,All Accounts
2025-01-01,Financial,Anomaly_Rate,0.129,All Accounts
2025-02-01,Financial,Anomaly_Rate,0.0,All Accounts
2025-03-01,Financial,Anomaly_Rate,0.0,All Accounts
2025-04-01,Financial,Anomaly_Rate,0.0,All Accounts
2025-05-01,Financial,Anomaly_Rate,0.032,All Accounts
2025-06-01,Financial,Anomaly_Rate,0.033,All Accounts
2025-07-01,Financial,Anomaly_Rate,0.0,All Accounts
2025-08-01,Financial,Anomaly_Rate,0.032,All Accounts
2025-09-01,Financial,Anomaly_Rate,0.067,All Accounts
2025-10-01,Financial,Anomaly_Rate,0.065,All Accounts
2025-11-01,Financial,Anomaly_Rate,0.0,All Accounts
2025-12-01,Financial,Anomaly_Rate,0.032,All Accounts
2026-01-01,Financial,Anomaly_Rate,0.032,All Accounts
2026-02-01,Financial,Anomaly_Rate,0.0,All Accounts
2026-03-01,Financial,Anomaly_Rate,0.0,All Accounts
2026-04-01,Financial,Anomaly_Rate,0.067,All Accounts
2026-05-01,Financial,Anomaly_Rate,0.0,All Accounts
2026-06-01,Financial,Anomaly_Rate,0.033,All Accounts
2026-07-01,Financial,Anomaly_Rate,0.065,All Accounts
2026-08-01,Financial,Anomaly_Rate,0.0,All Accounts
2026-09-01,Financial,Anomaly_Rate,0.067,All Accounts
2026-10-01,Financial,Anomaly_Rate,0.0,All Accounts
2026-11-01,Financial,Anomaly_Rate,0.067,All Accounts
2026-12-01,Financial,Anomaly_Rate,0.065,All Accounts
2027-01-01,Financial,Anomaly_Rate,0.032,All Accounts
2027-02-01,Financial,Anomaly_Rate,0.036,All Accounts
2027-03-01,Financial,Anomaly_Rate,0.032,All Accounts
2027-04-01,Financial,Anomaly_Rate,0.033,All Accounts
2027-05-01,Financial,Anomaly_Rate,0.032,All Accounts
2027-06-01,Financial,Anomaly_Rate,0.033,All Accounts
2027-07-01,Financial,Anomaly_Rate,0.097,All Accounts
2027-08-01,Financial,Anomaly_Rate,0.0,All Accounts
2027-09-01,Financial,Anomaly_Rate,0.074,All Accounts
2025-01-01,Financial,Avg_Debt_to_Equity,1.825,All Accounts
2025-02-01,Financial,Avg_Debt_to_Equity,1.831,All Accounts
2025-03-01,Financial,Avg_Debt_to_Equity,1.672,All Accounts
2025-04-01,Financial,Avg_Debt_to_Equity,1.855,All Accounts
2025-05-01,Financial,Avg_Debt_to_Equity,1.95,All Accounts
2025-06-01,Financial,Avg_Debt_to_Equity,1.788,All Accounts
2025-07-01,Financial,Avg_Debt_to_Equity,1.603,All Accounts
2025-08-01,Financial,Avg_Debt_to_Equity,1.866,All Accounts
2025-09-01,Financial,Avg_Debt_to_Equity,1.813,All Accounts
2025-10-01,Financial,Avg_Debt_to_Equity,1.787,All Accounts
2025-11-01,Financial,Avg_Debt_to_Equity,1.781,All Accounts
2025-12-01,Financial,Avg_Debt_to_Equity,1.711,All Accounts
2026-01-01,Financial,Avg_Debt_to_Equity,1.632,All Accounts
2026-02-01,Financial,Avg_Debt_to_Equity,1.697,All Accounts
2026-03-01,Financial,Avg_Debt_to_Equity,1.823,All Accounts
2026-04-01,Financial,Avg_Debt_to_Equity,1.726,All Accounts
2026-05-01,Financial,Avg_Debt_to_Equity,1.773,All Accounts
2026-06-01,Financial,Avg_Debt_to_Equity,1.789,All Accounts
2026-07-01,Financial,Avg_Debt_to_Equity,1.646,All Accounts
2026-08-01,Financial,Avg_Debt_to_Equity,1.782,All Accounts
2026-09-01,Financial,Avg_Debt_to_Equity,1.829,All Accounts
2026-10-01,Financial,Avg_Debt_to_Equity,1.902,All Accounts
2026-11-01,Financial,Avg_Debt_to_Equity,1.78,All Accounts
2026-12-01,Financial,Avg_Debt_to_Equity,1.709,All Accounts
2027-01-01,Financial,Avg_Debt_to_Equity,1.628,All Accounts
2027-02-01,Financial,Avg_Debt_to_Equity,1.552,All Accounts
2027-03-01,Financial,Avg_Debt_to_Equity,1.785,All Accounts
2027-04-01,Financial,Avg_Debt_to_Equity,1.802,All Accounts
2027-05-01,Financial,Avg_Debt_to_Equity,1.778,All Accounts
2027-06-01,Financial,Avg_Debt_to_Equity,1.885,All Accounts
2027-07-01,Financial,Avg_Debt_to_Equity,1.818,All Accounts
2027-08-01,Financial,Avg_Debt_to_Equity,1.899,All Accounts
2027-09-01,Financial,Avg_Debt_to_Equity,2.112,All Accounts
2025-01-01,Financial,Avg_Profit_Margin,0.565,All Accounts
2025-02-01,Financial,Avg_Profit_Margin,0.475,All Accounts
2025-03-01,Financial,Avg_Profit_Margin,0.524,All Accounts
2025-04-01,Financial,Avg_Profit_Margin,0.48,All Accounts
2025-05-01,Financial,Avg_Profit_Margin,0.51,All Accounts
2025-06-01,Financial,Avg_Profit_Margin,0.532,All Accounts
2025-07-01,Financial,Avg_Profit_Margin,0.474,All Accounts
2025-08-01,Financial,Avg_Profit_Margin,0.469,All Accounts
2025-09-01,Financial,Avg_Profit_Margin,0.556,All Accounts
2025-10-01,Financial,Avg_Profit_Margin,0.483,All Accounts
2025-11-01,Financial,Avg_Profit_Margin,0.517,All Accounts
2025-12-01,Financial,Avg_Profit_Margin,0.55,All Accounts
2026-01-01,Financial,Avg_Profit_Margin,0.522,All Accounts
2026-02-01,Financial,Avg_Profit_Margin,0.43,All Accounts
2026-03-01,Financial,Avg_Profit_Margin,0.467,All Accounts
2026-04-01,Financial,Avg_Profit_Margin,0.446,All Accounts
2026-05-01,Financial,Avg_Profit_Margin,0.459,All Accounts
2026-06-01,Financial,Avg_Profit_Margin,0.506,All Accounts
2026-07-01,Financial,Avg_Profit_Margin,0.543,All Accounts
2026-08-01,Financial,Avg_Profit_Margin,0.497,All Accounts
2026-09-01,Financial,Avg_Profit_Margin,0.516,All Accounts
2026-10-01,Financial,Avg_Profit_Margin,0.485,All Accounts
2026-11-01,Financial,Avg_Profit_Margin,0.533,All Accounts
2026-12-01,Financial,Avg_Profit_Margin,0.501,All Accounts
2027-01-01,Financial,Avg_Profit_Margin,0.511,All Accounts
2027-02-01,Financial,Avg_Profit_Margin,0.468,All Accounts
2027-03-01,Financial,Avg_Profit_Margin,0.521,All Accounts
2027-04-01,Financial,Avg_Profit_Margin,0.514,All Accounts
2027-05-01,Financial,Avg_Profit_Margin,0.464,All Accounts
2027-06-01,Financial,Avg_Profit_Margin,0.471,All Accounts
2027-07-01,Financial,Avg_Profit_Margin,0.455,All Accounts
2027-08-01,Financial,Avg_Profit_Margin,0.507,All Accounts
2027-09-01,Financial,Avg_Profit_Margin,0.512,All Accounts
2025-01-01,Financial,Avg_Severity_Score,58.581,All Accounts
2025-02-01,Financial,Avg_Severity_Score,48.161,All Accounts
2025-03-01,Financial,Avg_Severity_Score,49.981,All Accounts
2025-04-01,Financial,Avg_Severity_Score,53.807,All Accounts
2025-05-01,Financial,Avg_Severity_Score,59.987,All Accounts
2025-06-01,Financial,Avg_Severity_Score,33.16,All Accounts
2025-07-01,Financial,Avg_Severity_Score,43.735,All Accounts
2025-08-01,Financial,Avg_Severity_Score,46.445,All Accounts
2025-09-01,Financial,Avg_Severity_Score,53.52,All Accounts
2025-10-01,Financial,Avg_Severity_Score,55.119,All Accounts
2025-11-01,Financial,Avg_Severity_Score,53.03,All Accounts
2025-12-01,Financial,Avg_Severity_Score,59.106,All Accounts
2026-01-01,Financial,Avg_Severity_Score,59.213,All Accounts
2026-02-01,Financial,Avg_Severity_Score,42.989,All Accounts
2026-03-01,Financial,Avg_Severity_Score,56.977,All Accounts
2026-04-01,Financial,Avg_Severity_Score,45.033,All Accounts
2026-05-01,Financial,Avg_Severity_Score,44.119,All Accounts
2026-06-01,Financial,Avg_Severity_Score,54.773,All Accounts
2026-07-01,Financial,Avg_Severity_Score,50.135,All Accounts
2026-08-01,Financial,Avg_Severity_Score,48.845,All Accounts
2026-09-01,Financial,Avg_Severity_Score,47.003,All Accounts
2026-10-01,Financial,Avg_Severity_Score,50.148,All Accounts
2026-11-01,Financial,Avg_Severity_Score,43.447,All Accounts
2026-12-01,Financial,Avg_Severity_Score,52.729,All Accounts
2027-01-01,Financial,Avg_Severity_Score,43.797,All Accounts
2027-02-01,Financial,Avg_Severity_Score,45.514,All Accounts
2027-03-01,Financial,Avg_Severity_Score,47.923,All Accounts
2027-04-01,Financial,Avg_Severity_Score,44.343,All Accounts
